eps,account,year,value
FAMISANAR.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2023,-1532196.92
FAMISANAR.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2022,-1090508.96
FAMISANAR.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2021,141579.77
FAMISANAR.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2020,132586.19
FAMISANAR.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2019,82000.77
FAMISANAR.xlsx,Capital Suscrito,2024,393892.28
FAMISANAR.xlsx,Capital Suscrito,2023,393892.28
FAMISANAR.xlsx,Capital Suscrito,2022,393892.28
FAMISANAR.xlsx,Capital Suscrito,2021,163892.28
FAMISANAR.xlsx,Capital Suscrito,2020,162967.68
FAMISANAR.xlsx,Capital Suscrito,2019,158335.68
FAMISANAR.xlsx,Prima de emisión,2024,210837.4
FAMISANAR.xlsx,Prima de emisión,2023,210837.4
FAMISANAR.xlsx,Prima de emisión,2022,210837.4
FAMISANAR.xlsx,Prima de emisión,2021,210837.4
FAMISANAR.xlsx,Prima de emisión,2020,205598.0
FAMISANAR.xlsx,Prima de emisión,2019,179350.0
FAMISANAR.xlsx,Otras reservas,2024,2323.75
FAMISANAR.xlsx,Otras reservas,2023,2323.75
FAMISANAR.xlsx,Otras reservas,2022,2323.75
FAMISANAR.xlsx,Otras reservas,2021,1991.54
FAMISANAR.xlsx,Otras reservas,2020,21.0
FAMISANAR.xlsx,Otras reservas,2019,21.0
FAMISANAR.xlsx,Resultados acumulados,2024,-1907268.6
FAMISANAR.xlsx,Resultados acumulados,2023,-1540876.56
FAMISANAR.xlsx,Resultados acumulados,2022,-856334.44
FAMISANAR.xlsx,Resultados acumulados,2021,-100653.42
FAMISANAR.xlsx,Resultados acumulados,2020,-118388.3
FAMISANAR.xlsx,Resultados acumulados,2019,-64995.78
FAMISANAR.xlsx,Ganancia o Pérdida del Periodo,2024,-759963.5
FAMISANAR.xlsx,Ganancia o Pérdida del Periodo,2023,-460563.65
FAMISANAR.xlsx,Ganancia o Pérdida del Periodo,2022,-703417.81
FAMISANAR.xlsx,Ganancia o Pérdida del Periodo,2021,3322.11
FAMISANAR.xlsx,Ganancia o Pérdida del Periodo,2020,19705.42
FAMISANAR.xlsx,Ganancia o Pérdida del Periodo,2019,-53392.51
FAMISANAR.xlsx,Cambios debido a la consolidación,2024,-137611.41
FAMISANAR.xlsx,Cambios debido a la consolidación,2023,-137810.14
FAMISANAR.xlsx,Cambios debido a la consolidación,2022,-137810.14
FAMISANAR.xlsx,Cambios debido a la consolidación,2021,-137810.14
FAMISANAR.xlsx,Cambios debido a la consolidación,2020,-137317.61
FAMISANAR.xlsx,Cambios debido a la consolidación,2019,-137317.61
FAMISANAR.xlsx,Pasivos Totales,2024,3064099.08
FAMISANAR.xlsx,Pasivos Totales,2023,2506631.36
FAMISANAR.xlsx,Pasivos Totales,2022,2037515.7
FAMISANAR.xlsx,Pasivos Totales,2021,913026.69
FAMISANAR.xlsx,Pasivos Totales,2020,948383.18
FAMISANAR.xlsx,Pasivos Totales,2019,1060760.85
FAMISANAR.xlsx,Pasivos no corrientes,2024,1216326.59
FAMISANAR.xlsx,Pasivos no corrientes,2023,1095196.58
FAMISANAR.xlsx,Pasivos no corrientes,2022,1040927.54
FAMISANAR.xlsx,Pasivos no corrientes,2021,365690.87
FAMISANAR.xlsx,Pasivos no corrientes,2020,284999.98
FAMISANAR.xlsx,Pasivos no corrientes,2019,239001.19
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2024,1215954.88
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2023,1095003.33
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2022,1040729.7
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2021,365690.87
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2020,284999.98
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2019,239001.19
FAMISANAR.xlsx,Otros pasivos no corrientes,2024,371.72
FAMISANAR.xlsx,Otros pasivos no corrientes,2023,193.26
FAMISANAR.xlsx,Otros pasivos no corrientes,2022,197.84
FAMISANAR.xlsx,Otros pasivos no corrientes,2021,0.0
FAMISANAR.xlsx,Otros pasivos no corrientes,2020,0.0
FAMISANAR.xlsx,Otros pasivos no corrientes,2019,0.0
FAMISANAR.xlsx,Pasivos Corrientes,2024,1847772.48
FAMISANAR.xlsx,Pasivos Corrientes,2023,1411434.78
FAMISANAR.xlsx,Pasivos Corrientes,2022,996588.16
FAMISANAR.xlsx,Pasivos Corrientes,2021,547335.81
FAMISANAR.xlsx,Pasivos Corrientes,2020,663383.2
FAMISANAR.xlsx,Pasivos Corrientes,2019,821759.66
FAMISANAR.xlsx,Créditos y préstamos corrientes,2024,10719.56
FAMISANAR.xlsx,Créditos y préstamos corrientes,2023,14905.67
FAMISANAR.xlsx,Créditos y préstamos corrientes,2022,19596.32
FAMISANAR.xlsx,Créditos y préstamos corrientes,2021,59936.25
FAMISANAR.xlsx,Créditos y préstamos corrientes,2020,128231.12
FAMISANAR.xlsx,Créditos y préstamos corrientes,2019,142268.71
FAMISANAR.xlsx,Comerciales y otras cuentas a pagar,2024,1810128.59
FAMISANAR.xlsx,Comerciales y otras cuentas a pagar,2023,1350617.6
FAMISANAR.xlsx,Comerciales y otras cuentas a pagar,2022,953483.95
FAMISANAR.xlsx,Comerciales y otras cuentas a pagar,2021,452427.72
FAMISANAR.xlsx,Comerciales y otras cuentas a pagar,2020,496149.88
FAMISANAR.xlsx,Comerciales y otras cuentas a pagar,2019,658183.52
FAMISANAR.xlsx,Cuentas Comerciales por pagar,2024,1774058.01
FAMISANAR.xlsx,Cuentas Comerciales por pagar,2023,1299026.99
FAMISANAR.xlsx,Cuentas Comerciales por pagar,2022,909672.09
FAMISANAR.xlsx,Cuentas Comerciales por pagar,2021,355989.34
FAMISANAR.xlsx,Cuentas Comerciales por pagar,2020,385230.23
FAMISANAR.xlsx,Cuentas Comerciales por pagar,2019,601724.93
FAMISANAR.xlsx,Otras cuentas por pagar corrientes,2024,36070.58
FAMISANAR.xlsx,Otras cuentas por pagar corrientes,2023,51590.61
FAMISANAR.xlsx,Otras cuentas por pagar corrientes,2022,43811.85
FAMISANAR.xlsx,Otras cuentas por pagar corrientes,2021,96438.39
FAMISANAR.xlsx,Otras cuentas por pagar corrientes,2020,110919.66
FAMISANAR.xlsx,Otras cuentas por pagar corrientes,2019,56458.59
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2024,18079.78
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2023,21589.69
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2022,16686.07
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2021,14614.13
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2020,15578.57
FAMISANAR.xlsx,Provisiones para otros pasivos y gastos,2019,14435.23
FAMISANAR.xlsx,Otros pasivos corrientes,2024,3047.51
FAMISANAR.xlsx,Otros pasivos corrientes,2023,2926.1
FAMISANAR.xlsx,Otros pasivos corrientes,2022,2543.51
FAMISANAR.xlsx,Otros pasivos corrientes,2021,13783.11
FAMISANAR.xlsx,Otros pasivos corrientes,2020,16848.85
FAMISANAR.xlsx,Otros pasivos corrientes,2019,2478.1
FAMISANAR.xlsx,Pasivos corrientes por impuesto a la renta,2024,5797.04
FAMISANAR.xlsx,Pasivos corrientes por impuesto a la renta,2023,21395.72
FAMISANAR.xlsx,Pasivos corrientes por impuesto a la renta,2022,4278.33
FAMISANAR.xlsx,Pasivos corrientes por impuesto a la renta,2021,6574.6
FAMISANAR.xlsx,Pasivos corrientes por impuesto a la renta,2020,6574.78
FAMISANAR.xlsx,Pasivos corrientes por impuesto a la renta,2019,4394.11
MALLAMAS EPSI.xlsx,Total Ingreso Operativo,2024,639236.28
MALLAMAS EPSI.xlsx,Total Ingreso Operativo,2023,534400.38
MALLAMAS EPSI.xlsx,Total Ingreso Operativo,2022,430016.13
MALLAMAS EPSI.xlsx,Total Ingreso Operativo,2021,370526.75
MALLAMAS EPSI.xlsx,Total Ingreso Operativo,2020,315130.66
MALLAMAS EPSI.xlsx,Total Ingreso Operativo,2019,288130.0
MALLAMAS EPSI.xlsx,Otros costos por naturaleza,2024,667620.0
MALLAMAS EPSI.xlsx,Otros costos por naturaleza,2023,595805.0
MALLAMAS EPSI.xlsx,Otros costos por naturaleza,2022,520995.0
MALLAMAS EPSI.xlsx,Otros costos por naturaleza,2021,329538.0
MALLAMAS EPSI.xlsx,Otros costos por naturaleza,2020,-13633.57
MALLAMAS EPSI.xlsx,Otros costos por naturaleza,2019,268634.0
MALLAMAS EPSI.xlsx,Gastos administrativos,2024,-29709.56
MALLAMAS EPSI.xlsx,Gastos administrativos,2023,-28079.23
MALLAMAS EPSI.xlsx,Gastos administrativos,2022,-24249.51
MALLAMAS EPSI.xlsx,Gastos administrativos,2021,-19154.57
MALLAMAS EPSI.xlsx,Gastos administrativos,2020,-15551.97
MALLAMAS EPSI.xlsx,Gastos administrativos,2019,-17234.03
MALLAMAS EPSI.xlsx,"Gastos de depreciación, amortización y deterioro",2024,-9724.35
MALLAMAS EPSI.xlsx,"Gastos de depreciación, amortización y deterioro",2023,-10946.55
MALLAMAS EPSI.xlsx,"Gastos de depreciación, amortización y deterioro",2022,-10886.67
MALLAMAS EPSI.xlsx,"Gastos de depreciación, amortización y deterioro",2021,-34491.98
MALLAMAS EPSI.xlsx,"Gastos de depreciación, amortización y deterioro",2020,-11824.42
MALLAMAS EPSI.xlsx,"Gastos de depreciación, amortización y deterioro",2019,-5338.14
MALLAMAS EPSI.xlsx,Otros resultados operativos netos,2024,-638956.68
MALLAMAS EPSI.xlsx,Otros resultados operativos netos,2023,-568333.65
MALLAMAS EPSI.xlsx,Otros resultados operativos netos,2022,-493183.07
MALLAMAS EPSI.xlsx,Otros resultados operativos netos,2021,-305572.69
MALLAMAS EPSI.xlsx,Otros resultados operativos netos,2020,-274219.62
MALLAMAS EPSI.xlsx,Otros resultados operativos netos,2019,-259612.58
MALLAMAS EPSI.xlsx,Otros gastos operativos,2024,-638956.68
MALLAMAS EPSI.xlsx,Otros gastos operativos,2023,-568333.65
MALLAMAS EPSI.xlsx,Otros gastos operativos,2022,-493183.07
MALLAMAS EPSI.xlsx,Otros gastos operativos,2021,-305572.69
MALLAMAS EPSI.xlsx,Otros gastos operativos,2020,-274219.62
MALLAMAS EPSI.xlsx,Otros gastos operativos,2019,-259612.58
MALLAMAS EPSI.xlsx,Ganancia operativa (EBIT),2024,-69517.85
MALLAMAS EPSI.xlsx,Ganancia operativa (EBIT),2023,-94906.49
MALLAMAS EPSI.xlsx,Ganancia operativa (EBIT),2022,-118043.97
MALLAMAS EPSI.xlsx,Ganancia operativa (EBIT),2021,-8636.8
MALLAMAS EPSI.xlsx,Ganancia operativa (EBIT),2020,-98.93
MALLAMAS EPSI.xlsx,Ganancia operativa (EBIT),2019,658.7
MALLAMAS EPSI.xlsx,EBITDA,2024,-59793.5
MALLAMAS EPSI.xlsx,EBITDA,2023,-83959.93
MALLAMAS EPSI.xlsx,EBITDA,2022,-107157.29
MALLAMAS EPSI.xlsx,EBITDA,2021,25855.18
MALLAMAS EPSI.xlsx,EBITDA,2020,11725.5
MALLAMAS EPSI.xlsx,EBITDA,2019,5996.84
MALLAMAS EPSI.xlsx,Resultado financiero,2024,-531.29
MALLAMAS EPSI.xlsx,Resultado financiero,2023,-929.42
MALLAMAS EPSI.xlsx,Resultado financiero,2022,-1037.61
MALLAMAS EPSI.xlsx,Resultado financiero,2021,3136.34
MALLAMAS EPSI.xlsx,Resultado financiero,2020,3107.4
MALLAMAS EPSI.xlsx,Resultado financiero,2019,52.92
MALLAMAS EPSI.xlsx,Ingresos financieros,2024,1133.03
MALLAMAS EPSI.xlsx,Ingresos financieros,2023,710.99
MALLAMAS EPSI.xlsx,Ingresos financieros,2022,325.23
MALLAMAS EPSI.xlsx,Ingresos financieros,2021,5748.87
MALLAMAS EPSI.xlsx,Ingresos financieros,2020,3349.12
MALLAMAS EPSI.xlsx,Ingresos financieros,2019,128.73
MALLAMAS EPSI.xlsx,Otros ingresos financieros,2024,1133.03
MALLAMAS EPSI.xlsx,Otros ingresos financieros,2023,710.99
MALLAMAS EPSI.xlsx,Otros ingresos financieros,2022,325.23
MALLAMAS EPSI.xlsx,Otros ingresos financieros,2021,5748.87
MALLAMAS EPSI.xlsx,Otros ingresos financieros,2020,3349.12
MALLAMAS EPSI.xlsx,Otros ingresos financieros,2019,128.73
MALLAMAS EPSI.xlsx,Gastos financieros,2024,-1664.31
MALLAMAS EPSI.xlsx,Gastos financieros,2023,-1640.41
MALLAMAS EPSI.xlsx,Gastos financieros,2022,-1362.84
MALLAMAS EPSI.xlsx,Gastos financieros,2021,-2612.52
MALLAMAS EPSI.xlsx,Gastos financieros,2020,-241.72
MALLAMAS EPSI.xlsx,Gastos financieros,2019,-75.8
MALLAMAS EPSI.xlsx,Otros gastos financieros,2024,-1664.31
MALLAMAS EPSI.xlsx,Otros gastos financieros,2023,-1640.41
MALLAMAS EPSI.xlsx,Otros gastos financieros,2022,-1362.84
MALLAMAS EPSI.xlsx,Otros gastos financieros,2021,-2612.52
MALLAMAS EPSI.xlsx,Otros gastos financieros,2020,-241.72
MALLAMAS EPSI.xlsx,Otros gastos financieros,2019,-75.8
MALLAMAS EPSI.xlsx,Otros resultados no operativos netos,2024,11832.48
MALLAMAS EPSI.xlsx,Otros resultados no operativos netos,2023,3440.18
MALLAMAS EPSI.xlsx,Otros resultados no operativos netos,2022,10810.86
MALLAMAS EPSI.xlsx,Otros resultados no operativos netos,2021,12307.16
MALLAMAS EPSI.xlsx,Otros resultados no operativos netos,2020,11922.74
MALLAMAS EPSI.xlsx,Otros resultados no operativos netos,2019,1531.31
MALLAMAS EPSI.xlsx,Otros ingresos,2024,13892.84
MALLAMAS EPSI.xlsx,Otros ingresos,2023,5336.89
MALLAMAS EPSI.xlsx,Otros ingresos,2022,11576.15
MALLAMAS EPSI.xlsx,Otros ingresos,2021,13555.79
MALLAMAS EPSI.xlsx,Otros ingresos,2020,13482.2
MALLAMAS EPSI.xlsx,Otros ingresos,2019,3414.43
MALLAMAS EPSI.xlsx,Otros gastos,2024,-2060.36
MALLAMAS EPSI.xlsx,Otros gastos,2023,-1896.71
MALLAMAS EPSI.xlsx,Otros gastos,2022,-765.29
MALLAMAS EPSI.xlsx,Otros gastos,2021,-1248.63
MALLAMAS EPSI.xlsx,Otros gastos,2020,-1559.46
MALLAMAS EPSI.xlsx,Otros gastos,2019,-1883.13
MALLAMAS EPSI.xlsx,Ganancias antes de impuestos,2024,-49464.89
MALLAMAS EPSI.xlsx,Ganancias antes de impuestos,2023,-83464.38
MALLAMAS EPSI.xlsx,Ganancias antes de impuestos,2022,-108270.72
MALLAMAS EPSI.xlsx,Ganancias antes de impuestos,2021,6806.7
MALLAMAS EPSI.xlsx,Ganancias antes de impuestos,2020,14931.21
MALLAMAS EPSI.xlsx,Ganancias antes de impuestos,2019,2242.93
MALLAMAS EPSI.xlsx,Ganancias después de impuestos,2024,-49464.89
MALLAMAS EPSI.xlsx,Ganancias después de impuestos,2023,-83464.38
MALLAMAS EPSI.xlsx,Ganancias después de impuestos,2022,-108270.72
MALLAMAS EPSI.xlsx,Ganancias después de impuestos,2021,6806.7
MALLAMAS EPSI.xlsx,Ganancias después de impuestos,2020,14931.21
MALLAMAS EPSI.xlsx,Ganancias después de impuestos,2019,2242.93
MALLAMAS EPSI.xlsx,Ganancia (Pérdida) Neta,2024,-51337.0
MALLAMAS EPSI.xlsx,Ganancia (Pérdida) Neta,2023,-83748.0
MALLAMAS EPSI.xlsx,Ganancia (Pérdida) Neta,2022,-113021.0
MALLAMAS EPSI.xlsx,Ganancia (Pérdida) Neta,2021,6024.0
MALLAMAS EPSI.xlsx,Ganancia (Pérdida) Neta,2020,14124.0
MALLAMAS EPSI.xlsx,Ganancia (Pérdida) Neta,2019,953.0
MALLAMAS EPSI.xlsx,Activos Totales,2024,46022.95
MALLAMAS EPSI.xlsx,Activos Totales,2023,42314.54
MALLAMAS EPSI.xlsx,Activos Totales,2022,39786.0
MALLAMAS EPSI.xlsx,Activos Totales,2021,60883.49
MALLAMAS EPSI.xlsx,Activos Totales,2020,59183.87
MALLAMAS EPSI.xlsx,Activos Totales,2019,41566.99
MALLAMAS EPSI.xlsx,Activos no corrientes,2024,22361.51
MALLAMAS EPSI.xlsx,Activos no corrientes,2023,21707.51
MALLAMAS EPSI.xlsx,Activos no corrientes,2022,22244.25
MALLAMAS EPSI.xlsx,Activos no corrientes,2021,26317.39
MALLAMAS EPSI.xlsx,Activos no corrientes,2020,28932.11
MALLAMAS EPSI.xlsx,Activos no corrientes,2019,25704.32
MALLAMAS EPSI.xlsx,"Propiedad, planta y equipo",2024,15290.31
MALLAMAS EPSI.xlsx,"Propiedad, planta y equipo",2023,14367.52
MALLAMAS EPSI.xlsx,"Propiedad, planta y equipo",2022,14536.42
MALLAMAS EPSI.xlsx,"Propiedad, planta y equipo",2021,14005.28
MALLAMAS EPSI.xlsx,"Propiedad, planta y equipo",2020,13949.42
MALLAMAS EPSI.xlsx,"Propiedad, planta y equipo",2019,13751.04
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar no corrientes,2024,1438.88
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar no corrientes,2023,1576.65
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar no corrientes,2022,1576.65
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar no corrientes,2021,1576.65
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar no corrientes,2020,0.0
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar no corrientes,2019,0.0
MALLAMAS EPSI.xlsx,Otros activos no corrientes,2024,5632.32
MALLAMAS EPSI.xlsx,Otros activos no corrientes,2023,5763.35
MALLAMAS EPSI.xlsx,Otros activos no corrientes,2022,6131.18
MALLAMAS EPSI.xlsx,Otros activos no corrientes,2021,10735.46
MALLAMAS EPSI.xlsx,Otros activos no corrientes,2020,14982.69
MALLAMAS EPSI.xlsx,Otros activos no corrientes,2019,11953.28
MALLAMAS EPSI.xlsx,Activos Corrientes,2024,23661.44
MALLAMAS EPSI.xlsx,Activos Corrientes,2023,20607.04
MALLAMAS EPSI.xlsx,Activos Corrientes,2022,17541.76
MALLAMAS EPSI.xlsx,Activos Corrientes,2021,34566.1
MALLAMAS EPSI.xlsx,Activos Corrientes,2020,30251.75
MALLAMAS EPSI.xlsx,Activos Corrientes,2019,15862.66
MALLAMAS EPSI.xlsx,Inventarios,2024,4912.01
MALLAMAS EPSI.xlsx,Inventarios,2023,4507.22
MALLAMAS EPSI.xlsx,Inventarios,2022,3780.28
MALLAMAS EPSI.xlsx,Inventarios,2021,4150.32
MALLAMAS EPSI.xlsx,Inventarios,2020,5531.04
MALLAMAS EPSI.xlsx,Inventarios,2019,2591.94
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar,2024,6107.34
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar,2023,4727.19
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar,2022,4471.95
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar,2021,7182.01
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar,2020,10568.25
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a cobrar,2019,9051.28
MALLAMAS EPSI.xlsx,Otros créditos corrientes,2024,6107.34
MALLAMAS EPSI.xlsx,Otros créditos corrientes,2023,4727.19
MALLAMAS EPSI.xlsx,Otros créditos corrientes,2022,4471.95
MALLAMAS EPSI.xlsx,Otros créditos corrientes,2021,7182.01
MALLAMAS EPSI.xlsx,Otros créditos corrientes,2020,10568.25
MALLAMAS EPSI.xlsx,Otros créditos corrientes,2019,9051.28
MALLAMAS EPSI.xlsx,Activos financieros de corto plazo,2024,1757.94
MALLAMAS EPSI.xlsx,Activos financieros de corto plazo,2023,1601.69
MALLAMAS EPSI.xlsx,Activos financieros de corto plazo,2022,2.34
MALLAMAS EPSI.xlsx,Activos financieros de corto plazo,2021,2.3
MALLAMAS EPSI.xlsx,Activos financieros de corto plazo,2020,2.3
MALLAMAS EPSI.xlsx,Activos financieros de corto plazo,2019,809.7
MALLAMAS EPSI.xlsx,Efectivo o Equivalentes,2024,10884.14
MALLAMAS EPSI.xlsx,Efectivo o Equivalentes,2023,9770.94
MALLAMAS EPSI.xlsx,Efectivo o Equivalentes,2022,9287.19
MALLAMAS EPSI.xlsx,Efectivo o Equivalentes,2021,23231.46
MALLAMAS EPSI.xlsx,Efectivo o Equivalentes,2020,14150.16
MALLAMAS EPSI.xlsx,Efectivo o Equivalentes,2019,3409.74
MALLAMAS EPSI.xlsx,Total de patrimonio y pasivos,2024,46022.95
MALLAMAS EPSI.xlsx,Total de patrimonio y pasivos,2023,42314.54
MALLAMAS EPSI.xlsx,Total de patrimonio y pasivos,2022,39786.0
MALLAMAS EPSI.xlsx,Total de patrimonio y pasivos,2021,60883.49
MALLAMAS EPSI.xlsx,Total de patrimonio y pasivos,2020,59183.87
MALLAMAS EPSI.xlsx,Total de patrimonio y pasivos,2019,41566.99
MALLAMAS EPSI.xlsx,Total de patrimonio,2024,-256698.91
MALLAMAS EPSI.xlsx,Total de patrimonio,2023,-207234.02
MALLAMAS EPSI.xlsx,Total de patrimonio,2022,-123769.64
MALLAMAS EPSI.xlsx,Total de patrimonio,2021,-15642.83
MALLAMAS EPSI.xlsx,Total de patrimonio,2020,-21496.3
MALLAMAS EPSI.xlsx,Total de patrimonio,2019,-36361.03
MALLAMAS EPSI.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2024,-256698.91
MALLAMAS EPSI.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2023,-207234.02
MALLAMAS EPSI.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2022,-123769.64
MALLAMAS EPSI.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2021,-15642.83
MALLAMAS EPSI.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2020,-21496.3
MALLAMAS EPSI.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2019,-36361.03
MALLAMAS EPSI.xlsx,Capital Suscrito,2024,5670.17
MALLAMAS EPSI.xlsx,Capital Suscrito,2023,5670.17
MALLAMAS EPSI.xlsx,Capital Suscrito,2022,5670.17
MALLAMAS EPSI.xlsx,Capital Suscrito,2021,5670.17
MALLAMAS EPSI.xlsx,Capital Suscrito,2020,5670.17
MALLAMAS EPSI.xlsx,Capital Suscrito,2019,5670.17
MALLAMAS EPSI.xlsx,Otras reservas,2024,873.9
MALLAMAS EPSI.xlsx,Otras reservas,2023,873.9
MALLAMAS EPSI.xlsx,Otras reservas,2022,873.9
MALLAMAS EPSI.xlsx,Otras reservas,2021,873.9
MALLAMAS EPSI.xlsx,Otras reservas,2020,873.9
MALLAMAS EPSI.xlsx,Otras reservas,2019,873.9
MALLAMAS EPSI.xlsx,Resultados acumulados,2024,-213778.09
MALLAMAS EPSI.xlsx,Resultados acumulados,2023,-130313.71
MALLAMAS EPSI.xlsx,Resultados acumulados,2022,-22042.99
MALLAMAS EPSI.xlsx,Resultados acumulados,2021,-28993.6
MALLAMAS EPSI.xlsx,Resultados acumulados,2020,-42971.58
MALLAMAS EPSI.xlsx,Resultados acumulados,2019,-45148.03
MALLAMAS EPSI.xlsx,Ganancia o Pérdida del Periodo,2024,-49464.89
MALLAMAS EPSI.xlsx,Ganancia o Pérdida del Periodo,2023,-83464.38
MALLAMAS EPSI.xlsx,Ganancia o Pérdida del Periodo,2022,-108270.72
MALLAMAS EPSI.xlsx,Ganancia o Pérdida del Periodo,2021,6806.7
MALLAMAS EPSI.xlsx,Ganancia o Pérdida del Periodo,2020,14931.21
MALLAMAS EPSI.xlsx,Ganancia o Pérdida del Periodo,2019,2242.93
MALLAMAS EPSI.xlsx,Pasivos Totales,2024,302721.86
MALLAMAS EPSI.xlsx,Pasivos Totales,2023,249548.57
MALLAMAS EPSI.xlsx,Pasivos Totales,2022,163555.65
MALLAMAS EPSI.xlsx,Pasivos Totales,2021,76526.32
MALLAMAS EPSI.xlsx,Pasivos Totales,2020,80680.16
MALLAMAS EPSI.xlsx,Pasivos Totales,2019,77928.02
MALLAMAS EPSI.xlsx,Pasivos no corrientes,2024,8011.21
MALLAMAS EPSI.xlsx,Pasivos no corrientes,2023,9193.58
MALLAMAS EPSI.xlsx,Pasivos no corrientes,2022,9345.56
MALLAMAS EPSI.xlsx,Pasivos no corrientes,2021,6725.05
MALLAMAS EPSI.xlsx,Pasivos no corrientes,2020,11509.53
MALLAMAS EPSI.xlsx,Pasivos no corrientes,2019,5864.23
MALLAMAS EPSI.xlsx,Provisiones para otros pasivos y gastos,2024,7860.27
MALLAMAS EPSI.xlsx,Provisiones para otros pasivos y gastos,2023,9105.29
MALLAMAS EPSI.xlsx,Provisiones para otros pasivos y gastos,2022,9284.86
MALLAMAS EPSI.xlsx,Provisiones para otros pasivos y gastos,2021,5771.54
MALLAMAS EPSI.xlsx,Provisiones para otros pasivos y gastos,2020,10940.49
MALLAMAS EPSI.xlsx,Provisiones para otros pasivos y gastos,2019,5017.44
MALLAMAS EPSI.xlsx,Otros pasivos no corrientes,2024,150.94
MALLAMAS EPSI.xlsx,Otros pasivos no corrientes,2023,88.29
MALLAMAS EPSI.xlsx,Otros pasivos no corrientes,2022,60.71
MALLAMAS EPSI.xlsx,Otros pasivos no corrientes,2021,953.51
MALLAMAS EPSI.xlsx,Otros pasivos no corrientes,2020,569.04
MALLAMAS EPSI.xlsx,Otros pasivos no corrientes,2019,846.8
MALLAMAS EPSI.xlsx,Pasivos Corrientes,2024,294710.65
MALLAMAS EPSI.xlsx,Pasivos Corrientes,2023,240354.99
MALLAMAS EPSI.xlsx,Pasivos Corrientes,2022,154210.09
MALLAMAS EPSI.xlsx,Pasivos Corrientes,2021,69801.27
MALLAMAS EPSI.xlsx,Pasivos Corrientes,2020,69170.64
MALLAMAS EPSI.xlsx,Pasivos Corrientes,2019,72063.79
MALLAMAS EPSI.xlsx,Instrumentos financieros derivados,2024,0.0
MALLAMAS EPSI.xlsx,Instrumentos financieros derivados,2023,0.0
MALLAMAS EPSI.xlsx,Instrumentos financieros derivados,2022,0.0
MALLAMAS EPSI.xlsx,Instrumentos financieros derivados,2021,1446.03
MALLAMAS EPSI.xlsx,Instrumentos financieros derivados,2020,3552.1
MALLAMAS EPSI.xlsx,Instrumentos financieros derivados,2019,0.0
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a pagar,2024,294710.65
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a pagar,2023,240354.99
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a pagar,2022,154210.09
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a pagar,2021,68355.24
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a pagar,2020,65618.54
MALLAMAS EPSI.xlsx,Comerciales y otras cuentas a pagar,2019,72063.79
MALLAMAS EPSI.xlsx,Cuentas Comerciales por pagar,2024,292614.18
MALLAMAS EPSI.xlsx,Cuentas Comerciales por pagar,2023,237344.01
MALLAMAS EPSI.xlsx,Cuentas Comerciales por pagar,2022,151551.36
MALLAMAS EPSI.xlsx,Cuentas Comerciales por pagar,2021,66865.1
MALLAMAS EPSI.xlsx,Cuentas Comerciales por pagar,2020,63355.47
MALLAMAS EPSI.xlsx,Cuentas Comerciales por pagar,2019,70427.89
